" TAXYEAR","TAXDISTRICT","TAXINGAUTHORITY"
"2025","2439","0100"
"2025","3970","0406"
"2025","4198","1489"
"2025","6555","0100"
"2025","4101","1050"
"2025","6407","1050"
"2025","5391","0208"
"2025","5544","0521"
"2025","3700","0509"
"2025","4731","0100"
"2025","5678","1050"
"2025","6001","1202"
"2025","6066","1202"
"2025","6279","0402"
"2025","6868","1050"
"2025","0711","0207"
"2025","5053","0202"
"2025","4869","0406"
"2025","4716","0100"
"2025","5397","0407"
"2025","5204","0309"
"2025","5466","1369"
"2025","6792","0303"
"2025","0023","0965"
"2025","4634","0512"
"2025","4197","0100"
"2025","5338","0303"
"2025","6038","0100"
"2025","0138","0100"
"2025","3113","0700"
"2025","4800","0700"
"2025","5559","1050"
"2025","5876","0620"
"2025","3711","0306"
"2025","0690","0411"
"2025","3124","1204"
"2025","0743","1200"
"2025","5704","0213"
"2025","6081","0521"
"2025","2431","0302"
"2025","2721","0100"
"2025","3394","0402"
"2025","3897","0700"
"2025","0112","0516"
"2025","5938","0901"
"2025","5848","0700"
"2025","6049","0205"
"2025","4517","0306"
"2025","5363","1200"
"2025","5524","0420"
"2025","3175","0100"
"2025","0039","0301"
"2025","2493","1208"
"2025","3530","0213"
"2025","4295","0100"
"2025","3633","0521"
"2025","5357","0100"
"2025","5432","0303"
"2025","0641","0301"
"2025","2430","0700"
"2025","2908","0201"
"2025","4103","0529"
"2025","4212","0312"
"2025","8589","0100"
"2025","2142","1050"
"2025","3421","0100"
"2025","5680","0620"
"2025","0749","0207"
"2025","0340","0309"
"2025","1350","0303"
"2025","3516","0507"
"2025","6274","0512"
"2025","2800","0700"
"2025","4085","0100"
"2025","6458","1206"
"2025","6991","0415"
"2025","6487","1200"
"2025","6760","0213"
"2025","0003","1050"
"2025","2166","0203"
"2025","6018","1201"
"2025","5359","0509"
"2025","3089","1206"
"2025","1408","0301"
"2025","5873","0301"
"2025","6182","0208"
"2025","6762","0901"
"2025","3138","1357"
"2025","4804","0302"
"2025","4768","0900"
"2025","4929","1050"
"2025","5759","0700"
"2025","3784","1408"
"2025","3240","0100"
"2025","3906","0302"
"2025","4312","0306"
"2025","6595","1050"
"2025","0003","0512"
"2025","2780","1340"
"2025","6013","1310"
"2025","4065","1050"
"2025","4101","0205"
"2025","5888","0962"
"2025","6664","0510"
"2025","6724","0301"
"2025","4614","0511"
"2025","4958","0303"
"2025","4958","0305"
"2025","6621","0521"
"2025","4153","0100"
"2025","0572","0513"
"2025","6823","1826"
"2025","5372","0948"
"2025","3927","0311"
"2025","6331","0100"
"2025","0753","0700"
"2025","5405","0509"
"2025","4232","0100"
"2025","5337","0313"
"2025","0447","1051"
"2025","2138","1050"
"2025","3178","1050"
"2025","3395","0700"
"2025","4843","1050"
"2025","6213","0100"
"2025","6444","0306"
"2025","2370","1206"
"2025","5477","1484"
"2025","6180","0204"
"2025","3896","0100"
"2025","5245","0304"
"2025","6043","0100"
"2025","6696","1758"
"2025","3546","0512"
"2025","3825","0301"
"2025","5443","0213"
"2025","6006","0305"
"2025","6434","0205"
"2025","3536","0213"
"2025","3192","0100"
"2025","4383","0901"
"2025","6978","0415"
"2025","2285","1202"
"2025","2813","0201"
"2025","3078","0305"
"2025","3097","0306"
"2025","3133","0301"
"2025","5515","0213"
"2025","2101","0100"
"2025","2379","0100"
"2025","3343","0100"
"2025","0301","0302"
"2025","3678","0301"
"2025","4763","1202"
"2025","4995","0201"
"2025","6263","0208"
"2025","6782","1740"
"2025","0735","0301"
"2025","4013","0428"
"2025","4891","0305"
"2025","0328","0100"
"2025","5568","0301"
"2025","6939","0205"
"2025","4861","0506"
"2025","0534","0205"
"2025","3542","0213"
"2025","5646","0202"
"2025","3409","0301"
"2025","3933","1202"
"2025","4117","0302"
"2025","4839","0620"
"2025","6991","0700"
"2025","0199","0301"
"2025","5664","0100"
"2025","5793","0100"
"2025","0108","0305"
"2025","3702","1360"
"2025","5247","0208"
"2025","5718","0100"
"2025","0822","1050"
"2025","2689","0802"
"2025","5210","1202"
"2025","6371","0100"
"2025","6993","0100"
"2025","2981","0301"
"2025","3276","0534"
"2025","6949","1050"
"2025","1467","0406"
"2025","3041","0302"
"2025","4524","0507"
"2025","6362","0203"
"2025","6393","0700"
"2025","6917","1200"
"2025","2726","1050"
"2025","3382","0209"
"2025","4391","1461"
"2025","4411","0404"
"2025","6084","1050"
"2025","9999","1830"
"2025","3476","0302"
"2025","6860","0402"
"2025","6865","0213"
"2025","0447","0204"
"2025","3840","1050"
"2025","5299","0301"
"2025","3373","0404"
"2025","3428","0208"
"2025","4005","0428"
"2025","5223","0512"
"2025","5773","0309"
"2025","6230","1050"
"2025","6598","0301"
"2025","2138","0306"
"2025","4102","0513"
"2025","4948","0620"
"2025","4435","0402"
"2025","0521","0301"
"2025","2500","0302"
"2025","3851","1438"
"2025","5151","0205"
"2025","5608","0401"
"2025","5851","0420"
"2025","6010","1201"
"2025","0542","0700"
"2025","2526","0205"
"2025","3536","0531"
"2025","5420","0100"
"2025","6801","0213"
"2025","6160","1464"
"2025","5346","1050"
"2025","5937","0700"
"2025","6193","0419"
"2025","3032","0206"
"2025","3646","1201"
"2025","6568","1752"
"2025","0920","1050"
"2025","3602","0305"
"2025","5455","0620"
"2025","0435","0204"
"2025","2232","0208"
"2025","3381","0209"
"2025","3407","0302"
"2025","3931","0100"
"2025","4920","1206"
"2025","4957","0213"
"2025","5051","1050"
"2025","5327","0301"
"2025","6937","0402"
"2025","4336","0100"
"2025","4684","1457"
"2025","5963","0974"
"2025","6276","0976"
"2025","6382","0301"
"2025","0073","0100"
"2025","3823","1206"
"2025","3184","0512"
"2025","1001","0508"
"2025","2075","0301"
"2025","2206","1201"
"2025","3850","0100"
"2025","5507","0962"
"2025","5811","0901"
"2025","2966","0100"
"2025","5475","0301"
"2025","5916","0214"
"2025","6037","0309"
"2025","0520","0205"
"2025","5547","0201"
"2025","5886","0531"
"2025","6327","1050"
"2025","3738","1202"
"2025","0736","0207"
"2025","3581","0900"
"2025","4682","0301"
"2025","5158","0203"
"2025","3899","0700"
"2025","0179","0301"
"2025","3688","1202"
"2025","4049","0700"
"2025","5100","1200"
"2025","5160","1326"
"2025","2112","0700"
"2025","2458","0700"
"2025","4328","0700"
"2025","3175","0512"
"2025","5456","0507"
"2025","6984","1050"
"2025","4671","0700"
"2025","5438","1436"
"2025","6071","0213"
"2025","0029","1848"
"2025","3917","1050"
"2025","5751","1050"
"2025","5971","1495"
"2025","3616","0700"
"2025","4039","0301"
"2025","5027","0301"
"2025","5754","1200"
"2025","6773","0309"
"2025","6231","0507"
"2025","9999","0401"
"2025","0533","0301"
"2025","6099","0302"
"2025","4739","0301"
"2025","5270","0428"
"2025","6869","1812"
"2025","4509","0406"
"2025","0550","1050"
"2025","3375","1202"
"2025","3378","0521"
"2025","4775","0100"
"2025","5345","0306"
"2025","0256","0100"
"2025","4673","0213"
"2025","5957","1050"
"2025","2447","0518"
"2025","3068","0305"
"2025","5462","0507"
"2025","5033","1050"
"2025","5413","0406"
"2025","6209","0203"
"2025","6912","0213"
"2025","6977","0100"
"2025","4625","0620"
"2025","5070","0521"
"2025","5296","0301"
"2025","5334","0434"
"2025","0057","0100"
"2025","4833","0531"
"2025","4740","0207"
"2025","2073","0100"
"2025","4531","0900"
"2025","6911","0301"
"2025","3608","0213"
"2025","6572","0306"
"2025","6013","0100"
"2025","6402","0700"
"2025","1385","0306"
"2025","2207","1201"
"2025","5783","1200"
"2025","6889","1050"
"2025","6706","0301"
"2025","0129","0100"
"2025","3420","0302"
"2025","4358","0309"
"2025","5109","0303"
"2025","5522","0306"
"2025","2214","0700"
"2025","5105","0306"
"2025","5531","0213"
"2025","5606","0100"
"2025","6412","0100"
"2025","6573","0301"
"2025","6957","0900"
"2025","0444","0301"
"2025","3694","0428"
"2025","5350","0301"
"2025","5886","0303"
"2025","6115","0301"
"2025","2463","0302"
"2025","4565","1050"
"2025","4636","0304"
"2025","4749","0302"
"2025","5064","0301"
"2025","5995","0700"
"2025","0827","0208"
"2025","5008","0512"
"2025","5086","0100"
"2025","0316","0518"
"2025","5922","0700"
"2025","0561","0421"
"2025","3163","1200"
"2025","4575","0100"
"2025","4938","1204"
"2025","5184","0302"
"2025","2185","0301"
"2025","3534","0507"
"2025","3583","1050"
"2025","6660","1050"
"2025","3943","1400"
"2025","1207","0412"
"2025","1468","0420"
"2025","2735","1051"
"2025","4488","0205"
"2025","4069","1202"
"2025","4472","0302"
"2025","2721","1050"
"2025","4103","0901"
"2025","4343","1419"
"2025","4952","0512"
"2025","2180","1201"
"2025","5526","0100"
"2025","6389","0100"
"2025","5385","1050"
"2025","5568","0100"
"2025","6843","0510"
"2025","0644","0519"
"2025","3270","0700"
"2025","4084","1360"
"2025","0192","0201"
"2025","0531","0301"
"2025","5255","0420"
"2025","5480","0301"
"2025","6978","1406"
"2025","3404","0309"
"2025","5735","0901"
"2025","5776","1201"
"2025","6527","0301"
"2025","2862","1050"
"2025","5356","0506"
"2025","5560","0404"
"2025","3049","0700"
"2025","6678","0507"
"2025","0504","0100"
"2025","3815","0301"
"2025","4046","0700"
"2025","1305","0311"
"2025","5299","0306"
"2025","5462","0100"
"2025","5612","1202"
"2025","2712","0203"
"2025","3055","0302"
"2025","0013","0510"
"2025","5161","1361"
"2025","2160","0405"
"2025","3725","0309"
"2025","0786","0305"
"2025","6232","1202"
"2025","6269","0976"
"2025","5691","0100"
"2025","3405","0306"
"2025","5352","0303"
"2025","3091","0301"
"2025","5090","1051"
"2025","5303","0213"
"2025","5845","0407"
"2025","6506","0100"
"2025","0602","0206"
"2025","4118","0900"
"2025","4531","1050"
"2025","0146","0301"
"2025","2589","0700"
"2025","2751","0302"
"2025","5543","0521"
"2025","5447","0406"
"2025","5698","0962"
"2025","0041","0213"
"2025","0684","0301"
"2025","2156","0305"
"2025","5450","0305"
"2025","6807","0305"
"2025","0565","0100"
"2025","0814","0100"
"2025","6490","1200"
"2025","5012","1202"
"2025","4823","0847"
"2025","6027","0311"
"2025","6673","0213"
"2025","6890","0213"
"2025","0253","0301"
"2025","3703","0201"
"2025","3864","0508"
"2025","5490","0213"
"2025","5600","0512"
"2025","6126","0311"
"2025","6534","0100"
"2025","6648","0414"
"2025","3698","0513"
"2025","3937","0531"
"2025","5438","0620"
"2025","5740","0205"
"2025","6472","0100"
"2025","2355","0213"
"2025","6006","0700"
"2025","9999","1837"
"2025","2374","0303"
"2025","3161","0205"
"2025","6332","0408"
"2025","6631","0512"
"2025","6787","0205"
"2025","4224","0700"
"2025","4604","0309"
"2025","4619","0531"
"2025","6636","0510"
"2025","4425","0213"
"2025","4998","0424"
"2025","5705","0427"
"2025","6185","0420"
"2025","6504","0213"
"2025","0639","1050"
"2025","4562","1204"
"2025","5309","0301"
"2025","3493","0100"
"2025","4896","0301"
"2025","5551","0311"
"2025","6505","1449"
"2025","6633","0100"
"2025","4008","0204"
"2025","5123","1051"
"2025","5290","0303"
"2025","6943","1051"
"2025","3571","0507"
"2025","4613","0201"
"2025","5439","1433"
"2025","3537","0213"
"2025","5033","0204"
"2025","5437","0900"
"2025","5986","0620"
"2025","6108","0306"
"2025","3143","0402"
"2025","6071","1378"
"2025","6357","0512"
"2025","0119","0305"
"2025","0562","1050"
"2025","5878","0900"
"2025","6938","0428"
"2025","2736","0901"
"2025","2898","0100"
"2025","4286","0213"
"2025","6408","1675"
"2025","2266","0201"
"2025","2463","0700"
"2025","4194","0213"
"2025","6711","0209"
"2025","4577","0100"
"2025","5453","0406"
"2025","4259","1366"
"2025","5520","0100"
"2025","2885","0700"
"2025","6409","0201"
"2025","0049","1588"
"2025","6110","0213"
"2025","6216","0100"
"2025","6428","1704"
"2025","6675","1483"
"2025","0730","0309"
"2025","1362","0213"
"2025","4410","1050"
"2025","4565","0100"
"2025","5423","1437"
"2025","5598","1050"
"2025","0111","0309"
"2025","4876","0301"
"2025","5246","0408"
"2025","6077","0512"
"2025","0043","0512"
"2025","3711","0513"
"2025","0931","1050"
"2025","3085","1050"
"2025","5821","0301"
"2025","4309","1459"
"2025","4743","0620"
"2025","6144","1202"
"2025","2268","1202"
"2025","2435","0520"
"2025","4080","0513"
"2025","5434","0507"
"2025","3323","0205"
"2025","3324","1206"
"2025","6329","0407"
"2025","6978","0518"
"2025","4651","1050"
"2025","5552","0406"
"2025","6264","1050"
"2025","4284","0816"
"2025","5536","1201"
"2025","2078","0520"
"2025","2316","0213"
"2025","3664","0406"
"2025","5637","0100"
"2025","3429","0901"
"2025","4868","0507"
"2025","4883","0700"
"2025","5661","1200"
"2025","6419","0700"
"2025","5018","0213"
"2025","5472","0301"
"2025","5506","0507"
"2025","5559","0946"
"2025","5954","0301"
"2025","2164","0100"
"2025","3143","0512"
"2025","0408","0301"
"2025","1295","0900"
"2025","3728","0203"
"2025","6445","0700"
"2025","6879","0100"
"2025","6875","0620"
"2025","3102","0304"
"2025","4439","1050"
"2025","6954","0900"
"2025","0559","0521"
"2025","2106","0434"
"2025","6404","0901"
"2025","6626","0700"
"2025","3967","0213"
"2025","5123","0204"
"2025","6437","0700"
"2025","9999","1853"
"2025","5259","0901"
"2025","6371","0415"
"2025","6890","1050"
"2025","6356","0301"
"2025","3473","0305"
"2025","5200","0309"
"2025","5897","0901"
"2025","2082","0405"
"2025","2340","0303"
"2025","3400","0302"
"2025","3518","0213"
"2025","5963","0301"
"2025","0709","0207"
"2025","4100","0301"
"2025","5216","0305"
"2025","3161","0700"
"2025","0017","0309"
"2025","2080","0213"
"2025","6736","0301"
"2025","2203","0302"
"2025","2311","1202"
"2025","3054","0700"
"2025","4171","1489"
"2025","5932","0301"
"2025","0527","0306"
"2025","0606","0100"
"2025","1303","0100"
"2025","3232","1360"
"2025","4101","0421"
"2025","5001","0507"
"2025","5372","0512"
"2025","0730","0100"
"2025","1345","0100"
"2025","2685","1202"
"2025","3669","0512"
"2025","3859","1438"
"2025","4314","0302"
"2025","6987","1201"
"2025","0016","1405"
"2025","6352","0700"
"2025","0623","0409"
"2025","5320","0309"
"2025","6381","0507"
"2025","2391","0213"
"2025","3858","0309"
"2025","4279","0305"
"2025","4873","1202"
"2025","6715","0700"
"2025","0184","0516"
"2025","4315","0405"
"2025","0408","0100"
"2025","5831","0404"
"2025","6091","0965"
"2025","6123","1474"
"2025","4669","1358"
"2025","4312","0301"
"2025","5496","0408"
"2025","6184","1668"
"2025","3963","0404"
"2025","5451","0900"
"2025","2374","0205"
"2025","3486","0900"
"2025","4231","0311"
"2025","2718","0512"
"2025","2911","0309"
"2025","0644","1050"
"2025","2303","0512"
"2025","2722","0521"
"2025","6153","1050"
"2025","8593","1200"
"2025","2836","0302"
"2025","3114","0516"
"2025","4283","0815"
"2025","4690","0311"
"2025","5340","1435"
"2025","9999","1628"
"2025","2288","0301"
"2025","5326","0946"
"2025","5498","0413"
"2025","3846","0700"
"2025","4579","0306"
"2025","9999","1674"
"2025","2931","1352"
"2025","6177","1202"
"2025","4268","0515"
"2025","4200","1050"
"2025","4626","1050"
"2025","4861","0301"
"2025","5644","0100"
"2025","6019","1579"
"2025","6741","0301"
"2025","2735","0204"
"2025","2919","0529"
"2025","4284","0305"
"2025","6769","0213"
"2025","0195","0305"
"2025","0196","0305"
"2025","2071","0520"
"2025","3982","0507"
"2025","5972","0302"
"2025","6546","0204"
"2025","6709","0213"
"2025","2377","0301"
"2025","3681","1050"
"2025","5905","0434"
"2025","1284","0900"
"2025","4678","1412"
"2025","6911","0512"
"2025","4777","0201"
"2025","5571","0208"
"2025","6088","0424"
"2025","6145","0402"
"2025","3447","0201"
"2025","6586","0100"
"2025","3316","1369"
"2025","4188","0700"
"2025","3786","0100"
"2025","4826","0301"
"2025","5509","0406"
"2025","6449","1200"
"2025","6932","0512"
"2025","0882","0301"
"2025","3851","1050"
"2025","4338","0201"
"2025","2651","0100"
"2025","4235","0404"
"2025","5039","0700"
"2025","6753","0100"
"2025","0459","0521"
"2025","3363","1202"
"2025","5470","0100"
"2025","5973","0413"
"2025","6059","1050"
"2025","3596","0507"
"2025","5491","0312"
"2025","0322","0203"
"2025","3689","0305"
"2025","4383","0528"
"2025","5655","0309"
"2025","6036","0100"
"2025","6202","0213"
"2025","9999","1476"
"2025","4903","1455"
"2025","6191","0100"
"2025","0301","0506"
"2025","4617","0309"
"2025","5062","0911"
"2025","5147","0515"
"2025","5444","0301"
"2025","5511","1576"
"2025","6624","0428"
"2025","4074","0512"
"2025","4116","0700"
"2025","5166","1050"
"2025","6033","1204"
"2025","6763","0414"
"2025","3658","0309"
"2025","4062","0534"
"2025","6293","0204"
"2025","9999","0502"
"2025","6966","0620"
"2025","0172","1759"
"2025","5678","0309"
"2025","2331","1202"
"2025","3074","0201"
"2025","2899","0207"
"2025","3501","0100"
"2025","0082","0700"
"2025","3552","0507"
"2025","3805","1430"
"2025","6356","0100"
"2025","9999","1813"
"2025","9999","1816"
"2025","2744","0304"
"2025","5836","1618"
"2025","3900","0202"
"2025","4115","0529"
"2025","6912","0402"
"2025","1347","1050"
"2025","2867","1050"
"2025","3991","0411"
"2025","4223","1202"
"2025","4361","1050"
"2025","3596","0100"
"2025","4288","0820"
"2025","6056","0507"
"2025","3682","0512"
"2025","4852","0100"
"2025","5105","0205"
"2025","6113","0204"
"2025","3683","1050"
"2025","0524","0303"
"2025","0651","0301"
"2025","0733","0515"
"2025","3273","0201"
"2025","6010","1050"
"2025","2439","0201"
"2025","3723","0302"
"2025","4068","0303"
"2025","4572","0700"
"2025","4588","0301"
"2025","2522","0309"
"2025","2894","0313"
"2025","6138","0512"
"2025","2841","1050"
"2025","5575","0900"
"2025","5766","0301"
"2025","6472","0620"
"2025","1207","1200"
"2025","1423","0213"
"2025","3109","0700"
"2025","4309","0301"
"2025","5603","0700"
"2025","5714","0304"
"2025","3357","1202"
"2025","5540","0204"
"2025","6610","0420"
"2025","5883","0301"
"2025","6342","0305"
"2025","3475","0301"
"2025","3524","0512"
"2025","4954","0620"
"2025","6962","0509"
"2025","3369","0213"
"2025","4257","0301"
"2025","5360","0100"
"2025","5341","0306"
"2025","3312","0213"
"2025","3524","1344"
"2025","4738","1366"
"2025","5227","0938"
"2025","5605","0700"
"2025","0917","0501"
"2025","2323","0512"
"2025","3796","0301"
"2025","3866","0304"
"2025","6215","0506"
"2025","3559","0201"
"2025","2256","0516"
"2025","3823","0301"
"2025","3880","0301"
"2025","4684","1360"
"2025","2434","0302"
"2025","5776","1050"
"2025","4315","0302"
"2025","5493","0100"
"2025","4048","1051"
"2025","5493","1050"
"2025","2219","1050"
"2025","2835","0700"
"2025","2867","0534"
"2025","0125","0100"
"2025","0547","0302"
"2025","1490","0100"
"2025","3320","0502"
"2025","4012","0204"
"2025","4314","0405"
"2025","5870","1202"
"2025","3881","0100"
"2025","5540","1051"
"2025","6942","1050"
"2025","0035","1850"
"2025","2426","0209"
"2025","3278","0201"
"2025","4611","1200"
"2025","5461","0305"
"2025","4223","1474"
"2025","6018","1050"
"2025","3560","1202"
"2025","4165","0700"
"2025","4512","1050"
"2025","5870","0507"
"2025","9999","1806"
"2025","0102","0700"
"2025","4450","0302"
"2025","6412","1050"
"2025","6815","0507"
"2025","1103","1050"
"2025","5948","1050"
"2025","6656","0901"
"2025","2281","0100"
"2025","2485","0217"
"2025","3512","0301"
"2025","4419","1383"
"2025","4128","0213"
"2025","3189","0213"
"2025","2522","0216"
"2025","4063","0405"
"2025","4887","0507"
"2025","6181","0301"
"2025","6682","0306"
"2025","6975","1201"
"2025","4910","0889"
"2025","9999","1315"
"2025","3200","0309"
"2025","2878","0100"
"2025","5892","0306"
"2025","0318","0302"
"2025","2128","0301"
"2025","3170","0100"
"2025","5516","0301"
"2025","6246","0302"
"2025","2104","0301"
"2025","3233","0404"
"2025","4150","0700"
"2025","4646","1050"
"2025","4233","0301"
"2025","5805","0421"
"2025","2857","0529"
"2025","4752","0311"
"2025","5803","0301"
"2025","0522","0309"
"2025","5572","0213"
"2025","6426","0203"
"2025","0413","0310"
"2025","0819","1050"
"2025","6920","0204"
"2025","2603","0311"
"2025","3495","0700"
"2025","4767","0213"
"2025","0167","0309"
"2025","2151","0100"
"2025","3624","0406"
"2025","6555","0620"
"2025","4344","0427"
"2025","6526","0700"
"2025","6765","0301"
"2025","3718","0301"
"2025","5606","1050"
"2025","5723","0901"
"2025","0129","1050"
"2025","2840","0302"
"2025","4344","0204"
"2025","6745","0415"
"2025","2116","0700"
"2025","4865","0208"
"2025","5029","0424"
"2025","5068","1050"
"2025","5296","0306"
"2025","6977","1050"
"2025","3815","0306"
"2025","3815","0620"
"2025","4451","1415"
"2025","5670","0301"
"2025","2336","1202"
"2025","3028","0100"
"2025","3617","0100"
"2025","4170","1300"
"2025","4353","0417"
"2025","4659","0901"
"2025","6970","1848"
"2025","2363","0528"
"2025","3892","1050"
"2025","6611","0303"
"2025","0574","0700"
"2025","6131","1050"
"2025","6431","1705"
"2025","2221","0700"
"2025","3092","0511"
"2025","5956","0512"
"2025","6120","1501"
"2025","1315","0100"
"2025","6071","0402"
"2025","6371","0203"
"2025","9999","1404"
"2025","0043","0402"
"2025","5444","0100"
"2025","6179","0201"
"2025","3824","0502"
"2025","0505","0700"
"2025","2600","0213"
"2025","6154","0507"
"2025","6224","1050"
"2025","0536","0306"
"2025","5634","0100"
"2025","6141","0700"
"2025","4296","0216"
"2025","5213","0301"
"2025","5450","1050"
"2025","5919","0301"
"2025","3347","0507"
"2025","4286","1334"
"2025","5957","0311"
"2025","6054","1050"
"2025","2156","0700"
"2025","2718","0620"
"2025","4357","0700"
"2025","5680","1496"
"2025","6093","1613"
"2025","6130","0311"
"2025","0517","0100"
"2025","6085","0301"
"2025","5083","0306"
"2025","6119","0100"
"2025","3931","1050"
"2025","5886","0213"
"2025","5856","0962"
"2025","3047","0100"
"2025","1460","0311"
"2025","2950","0512"
"2025","3017","0901"
"2025","4663","0402"
"2025","5552","0213"
"2025","2985","0510"
"2025","3323","1050"
"2025","3825","0205"
"2025","4819","0100"
"2025","2886","0301"
"2025","5116","0301"
"2025","6001","0620"
"2025","6260","0100"
"2025","2803","0302"
"2025","3797","0100"
"2025","3051","0700"
"2025","3810","1202"
"2025","5244","0100"
"2025","6667","1050"
"2025","5602","0402"
"2025","0418","0521"
"2025","3552","0900"
"2025","5226","0406"
"2025","3962","0201"
"2025","6285","1050"
"2025","0145","0201"
"2025","2896","0301"
"2025","6912","0620"
"2025","4640","0312"
"2025","4511","0208"
"2025","5674","0100"
"2025","6637","0700"
"2025","3982","0213"
"2025","3828","0100"
"2025","6087","0304"
"2025","6575","0213"
"2025","3890","1050"
"2025","6320","0402"
"2025","2750","0408"
"2025","4021","0510"
"2025","5408","0213"
"2025","5999","1629"
"2025","2817","0513"
"2025","4192","0512"
"2025","4719","1360"
"2025","9999","1051"
"2025","0550","0309"
"2025","3515","0213"
"2025","3976","0512"
"2025","5852","1050"
"2025","3489","0503"
"2025","4844","0406"
"2025","0128","0700"
"2025","3171","0402"
"2025","4369","0311"
"2025","5852","0213"
"2025","1425","0100"
"2025","4488","1417"
"2025","1391","0213"
"2025","4511","0503"
"2025","5485","0213"
"2025","3696","0100"
"2025","5159","0309"
"2025","6556","0620"
"2025","2122","0311"
"2025","3031","0302"
"2025","3508","0100"
"2025","3917","0100"
"2025","5452","1050"
"2025","6064","1050"
"2025","5018","0620"
"2025","5292","0406"
"2025","2564","0413"
"2025","6044","0420"
"2025","4822","0531"
"2025","6327","0100"
"2025","9999","1548"
"2025","2157","1310"
"2025","5213","0202"
"2025","6841","0700"
"2025","1480","0100"
"2025","2160","1200"
"2025","4463","0301"
"2025","6500","0100"
"2025","2505","0503"
"2025","4457","0100"
"2025","5452","0953"
"2025","5656","1483"
"2025","6429","0700"
"2025","0046","1851"
"2025","3268","0405"
"2025","4979","0421"
"2025","5439","0406"
"2025","6123","0303"
"2025","5730","0205"
"2025","0812","0100"
"2025","3264","0100"
"2025","4942","1050"
"2025","4919","0301"
"2025","6033","1050"
"2025","6910","1338"
"2025","0506","0100"
"2025","2635","0301"
"2025","6421","0521"
"2025","1434","1050"
"2025","4695","0620"
"2025","5178","0301"
"2025","5205","0406"
"2025","5918","0100"
"2025","2015","1200"
"2025","3716","1414"
"2025","0465","0204"
"2025","0527","0205"
"2025","2015","0206"
"2025","2964","0301"
"2025","3164","0900"
"2025","4910","1050"
"2025","4992","1050"
"2025","5971","0700"
"2025","6228","0213"
"2025","0527","0513"
"2025","5271","0312"
"2025","0005","0301"
"2025","0818","0208"
"2025","1472","0213"
"2025","2301","0301"
"2025","3348","0213"
"2025","4873","0312"
"2025","6796","1206"
"2025","4195","1202"
"2025","3133","0620"
"2025","4760","0100"
"2025","2832","0301"
"2025","5081","0213"
"2025","5614","0408"
"2025","4580","0302"
"2025","4729","0100"
"2025","5042","0304"
"2025","5451","0213"
"2025","2229","0100"
"2025","6527","0304"
"2025","1390","0311"
"2025","2156","0511"
"2025","3189","0311"
"2025","3059","0100"
"2025","5763","0421"
"2025","6889","0301"
"2025","3732","1050"
"2025","6379","0512"
"2025","2268","0512"
"2025","2326","0312"
"2025","4002","0306"
"2025","6611","1206"
"2025","3527","0900"
"2025","6584","0700"
"2025","0023","0620"
"2025","3620","0301"
"2025","4872","0512"
"2025","5316","0429"
"2025","5680","0301"
"2025","6478","0213"
"2025","6293","0411"
"2025","2160","0206"
"2025","5692","0301"
"2025","3593","0309"
"2025","4083","0404"
"2025","3225","1204"
"2025","4868","1383"
"2025","4916","0100"
"2025","5866","0962"
"2025","6326","1650"
"2025","0744","0700"
"2025","3164","0208"
"2025","2417","0100"
"2025","6852","0417"
"2025","2879","0301"
"2025","4782","0313"
"2025","5218","0507"
"2025","5524","0620"
"2025","0141","0100"
"2025","3948","1400"
"2025","5525","1475"
"2025","5891","1050"
"2025","6143","0305"
"2025","2232","0700"
"2025","6784","0510"
"2025","3818","0100"
"2025","4269","0100"
"2025","6220","0620"
"2025","6540","0302"
"2025","4081","1455"
"2025","4599","0303"
"2025","6443","1717"
"2025","0110","0100"
"2025","3611","0406"
"2025","4509","0201"
"2025","3442","0512"
"2025","4983","0213"
"2025","5351","0100"
"2025","6692","0213"
"2025","0165","0511"
"2025","2635","0207"
"2025","2620","1200"
"2025","2892","0313"
"2025","5149","0700"
"2025","5750","0510"
"2025","2641","0100"
"2025","3111","0301"
"2025","3503","0208"
"2025","3527","0213"
"2025","3056","0516"
"2025","3992","1050"
"2025","4028","0213"
"2025","4082","1456"
"2025","4590","0301"
"2025","6396","0100"
"2025","6954","0512"
"2025","4492","0304"
"2025","0011","0404"
"2025","5187","0303"
"2025","0010","1360"
"2025","4383","1459"
"2025","6328","0407"
"2025","6746","1438"
"2025","2555","0900"
"2025","2905","0208"
"2025","3305","0100"
"2025","4937","0213"
"2025","2892","1050"
"2025","3050","0301"
"2025","5163","0203"
"2025","0837","1050"
"2025","2380","0213"
"2025","2817","0205"
"2025","4384","0700"
"2025","4753","0900"
"2025","5424","0213"
"2025","3452","0428"
"2025","4717","1209"
"2025","4055","0620"
"2025","6216","0420"
"2025","6782","1206"
"2025","4961","1050"
"2025","3062","0306"
"2025","5114","0509"
"2025","5377","0512"
"2025","4811","0311"
"2025","0918","0700"
"2025","2837","0309"
"2025","2871","0700"
"2025","3395","0402"
"2025","6435","0301"
"2025","0722","0309"
"2025","3298","0510"
"2025","4042","0301"
"2025","9999","1544"
"2025","3172","1202"
"2025","4293","1050"
"2025","6932","0620"
"2025","0627","0100"
"2025","4838","0100"
"2025","6305","1050"
"2025","6661","0301"
"2025","6852","0301"
"2025","5965","0309"
"2025","9999","1626"
"2025","2404","1050"
"2025","2367","0301"
"2025","6064","0507"
"2025","2836","0529"
"2025","2862","0301"
"2025","0158","0516"
